source,target,weight
3101706,3148707,1.0
3101706,3160306,2.0
3101706,3205200,1.0
3101805,3106200,1.0
3101805,3118601,1.0
3101805,3123700,10.0
3101805,3127701,113.0
3101805,3131307,1.0
3101805,3149952,1.0
3101805,3168606,1.0
3101805,3169505,1.0
3101805,3203205,1.0
3101904,3107604,1.0
3101904,3112802,4.0
3101904,3114402,4.0
3101904,3117108,1.0
3101904,3128105,2.0
3101904,3130507,1.0
3101904,3147907,24.0
3101904,3162948,23.0
3101904,3170701,1.0
3101904,3509502,1.0
3102001,3101607,26.0
3102001,3104304,14.0
3102001,3114402,4.0
3102001,3117108,13.0
3102001,3122405,3.0
3102001,3143005,41.0
3102001,3151800,2.0
3102001,3170701,1.0
3102001,3505708,2.0
3102001,3549706,1.0
3102050,3106200,1.0
3102050,3110103,1.0
3102050,3112109,8.0
3102050,3124203,1.0
3102050,3139409,3.0
3102050,3139508,1.0
3102050,3153509,6.0
3102050,3203007,1.0
3102050,3305802,1.0
3102100,3105608,5.0
3102100,3106200,5.0
3102100,3113206,1.0
3102100,3123304,1.0
3102100,3136702,4.0
3102100,3141603,5.0
3102100,3166204,1.0
3102100,3169901,1.0
3102100,3300100,1.0
3102100,3300506,1.0
3102100,3303302,1.0
3102100,3304508,1.0
3102100,3304557,15.0
3102100,3550308,2.0
3102100,5208707,2.0
3102209,3118403,8.0
3102209,3128006,1.0
3102209,3147907,2.0
3102308,3105400,1.0
3102308,3106200,3.0
3102308,3110004,1.0
3102308,3118601,1.0
3102308,3131703,1.0
3102308,3136207,2.0
3102308,3140001,5.0
3102308,3155702,6.0
3102308,3157203,15.0
3102308,3161007,1.0
3102308,3171303,1.0
3102407,3117504,1.0
3102407,3122603,1.0
3102407,3167103,2.0
3102506,3106200,3.0
3102506,3128204,1.0
3102506,3145851,8.0
3102506,3152105,21.0
3102506,3154903,1.0
3102506,3168507,5.0
3102506,3170503,19.0
3102506,3536505,1.0
3102605,3129905,2.0
3102605,3132404,1.0
3102605,3134905,1.0
3102605,3146008,3.0
3102605,3151800,9.0
3102605,3509502,2.0
3102605,3515186,14.0
3102605,3522604,1.0
3102605,3530706,2.0
3102605,3548104,8.0
3102605,3549102,8.0
3102605,3550308,1.0
3102704,3101003,10.0
3102704,3106200,1.0
3102704,3120870,2.0
3102704,3141405,2.0
3102704,3148707,1.0
3102704,3157377,3.0
3102803,3103603,2.0
3102803,3105608,2.0
3102803,3107505,1.0
3102803,3138609,1.0
3102803,3165305,3.0
3102803,3168804,1.0
3102803,3306305,1.0
3102803,3524402,1.0
3102803,5300108,2.0
3102852,3100609,1.0
3102852,3112307,20.0
3102852,3139201,2.0
3102852,3145208,1.0
3102852,3165552,5.0
3102902,3101631,2.0
3102902,3105608,206.0
3102902,3118304,2.0
3102902,3129400,1.0
3102902,3160702,1.0
3103009,3106309,1.0
3103009,3106705,1.0
3103009,3119401,2.0
3103009,3131307,8.0
3103009,3135001,1.0
3103009,3136207,1.0
3103009,3144706,3.0
3103009,3145208,1.0
3103009,3152808,1.0
3103108,3105509,1.0
3103108,3124906,15.0
3103108,3143906,6.0
3103108,3148202,2.0
3103108,3169208,1.0
3103108,3301157,1.0
3103108,3303104,1.0
3103108,3304102,11.0
3103207,3118908,2.0
3103207,3147402,2.0
3103207,3167202,2.0
3103306,3141603,1.0
3103306,3145703,1.0
3103306,3146602,1.0
3103306,3160702,6.0
3103405,3106200,3.0
3103405,3106507,1.0
3103405,3119500,1.0
3103405,3126505,1.0
3103405,3127800,1.0
3103405,3134004,1.0
3103405,3146305,1.0
3103405,3171600,1.0
3103405,3301009,1.0
3103405,3502804,1.0
3103405,3509502,1.0
3103405,3538709,4.0
3103405,3550308,7.0
3103405,3551702,2.0
3103405,3554508,2.0
3103405,3556305,2.0
3103405,4106902,1.0
3103405,4205407,1.0
3103405,5201603,1.0
3103504,2408102,2.0
3103504,3115003,3.0
3103504,3124807,1.0
3103504,3130705,3.0
3103504,3145000,1.0
3103504,3169604,2.0
3103504,3170107,1.0
3103504,3170206,119.0
3103504,3304557,1.0
3103504,4204202,1.0
3103504,5108600,1.0
3103504,5203500,1.0
3103504,5205109,2.0
3103504,5300108,1.0
3103603,3102803,4.0
3103603,3107505,11.0
3103603,3138500,1.0
3103603,3300407,1.0
3103702,3111705,1.0
3103702,3135506,4.0
3103702,3171303,2.0
3103751,3111804,4.0
3103751,3115805,3.0
3103751,5203906,1.0
3103751,5211503,121.0
3103801,3105103,1.0
3103801,3106200,1.0
3103801,3114303,1.0
3103801,3155504,10.0
3103801,3162104,12.0
3103801,3170107,1.0
3103801,3170206,1.0
3103900,3107406,5.0
3103900,3122306,5.0
3103900,3123205,1.0
3103900,3142403,1.0
3103900,3145208,42.0
3103900,3149705,27.0
3103900,3152600,1.0
3103900,3160405,2.0
3104007,1500305,1.0
3104007,3106200,1.0
3104007,3111507,1.0
3104007,3129509,13.0
3104007,3148103,1.0
3104007,3149200,1.0
3104007,3149804,10.0
3104007,3153004,1.0
3104007,3156908,4.0
3104007,3157708,1.0
3104007,3168101,64.0
3104007,3170107,4.0
3104007,3170206,1.0
3104106,3107109,1.0
3104106,3128303,16.0
3104106,3128709,2.0
3104106,3143203,11.0
3104106,3510807,3.0
3104106,3510906,1.0
3104106,3524709,1.0
3104106,3530508,50.0
3104106,3545803,1.0
3104106,3549706,1.0
3104106,3550308,1.0
3104106,3553609,1.0
3104106,5008305,1.0
3104205,3105103,7.0
3104205,3106200,2.0
3104205,3107406,1.0
3104205,3119955,3.0
3104205,3122306,1.0
3104205,3126109,4.0
3104205,3130309,7.0
3104205,3135308,1.0
3104205,3137205,10.0
3104205,3146503,13.0
3104205,3151503,1.0
3104205,3160405,3.0
3104205,3205309,1.0
3104304,3101607,61.0
3104304,3102001,11.0
3104304,3106200,1.0
3104304,3111606,1.0
3104304,3117108,1.0
3104304,3122405,1.0
3104304,3128709,1.0
3104304,3139003,1.0
3104304,3142809,2.0
3104304,3143005,135.0
3104304,3144102,1.0
3104304,3146107,1.0
3104304,3166907,4.0
3104403,3106903,1.0
3104403,3115300,1.0
3104403,3136702,4.0
3104403,3138401,12.0
3104403,3140209,2.0
3104403,3162906,1.0
3104452,3112307,15.0
3104452,3132503,3.0
3104502,3116159,2.0
3104502,3154457,1.0
3104502,3170404,1.0
3104502,5300108,3.0
3104601,3106200,3.0
3104601,3115300,8.0
3104601,3122900,16.0
3104601,3132602,4.0
3104601,3136702,2.0
3104601,3151305,1.0
3104601,3155801,1.0
3104601,3156304,28.0
3104601,3169901,11.0
3104700,3131802,1.0
3104700,3146206,2.0
3104700,3168606,2.0
3104700,4106902,1.0
3104809,3106200,5.0
3104809,3109204,9.0
3104809,3119104,2.0
3104809,3137601,1.0
3104809,3147105,1.0
3104809,3160603,1.0
3104809,3169356,1.0
3104908,3107109,1.0
3104908,3107208,1.0
3104908,3115508,40.0
3104908,3117702,3.0
3104908,3133006,1.0
3104908,3163706,4.0
3104908,3165206,1.0
3104908,3170701,1.0
3104908,3549904,1.0
3104908,3550308,1.0
3105004,3106200,4.0
3105004,3127206,2.0
3105004,3134608,2.0
3105004,3135704,4.0
3105004,3167202,9.0
3105103,3106200,2.0
3105103,3119807,2.0
3105103,3130309,1.0
3105103,3138807,1.0
3105103,3141306,4.0
3105103,3146503,1.0
3105202,3140555,2.0
3105301,3108404,9.0
3105301,3109501,28.0
3105301,3110301,4.0
3105301,3111002,23.0
3105301,3147907,1.0
3105301,3151701,1.0
3105301,3151800,139.0
3105301,3556453,1.0
3105400,3106200,3.0
3105400,3106705,1.0
3105400,3107703,1.0
3105400,3110004,3.0
3105400,3115359,3.0
3105400,3140001,3.0
3105400,3144805,1.0
3105400,3154804,1.0
3105400,3157203,22.0
3105400,3161650,4.0
3105400,3161908,24.0
3105509,3124906,1.0
3105509,3134905,1.0
3105509,3143906,17.0
3105509,3148202,12.0
3105509,3301009,1.0
3105509,3302205,1.0
3105509,3302403,2.0
3105509,5300108,1.0
3105608,3101631,13.0
3105608,3102100,3.0
3105608,3102902,19.0
3105608,3105905,16.0
3105608,3106200,8.0
3105608,3110509,1.0
3105608,3112208,1.0
3105608,3112307,1.0
3105608,3113206,6.0
3105608,3115201,1.0
3105608,3118007,1.0
3105608,3118304,6.0
3105608,3120409,1.0
3105608,3129400,1.0
3105608,3136702,9.0
3105608,3141603,1.0
3105608,3145604,1.0
3105608,3146107,1.0
3105608,3146602,1.0
3105608,3147105,1.0
3105608,3147303,1.0
3105608,3154408,4.0
3105608,3157203,3.0
3105608,3157302,3.0
3105608,3158706,1.0
3105608,3159100,1.0
3105608,3159407,1.0
3105608,3160702,4.0
3105608,3162500,6.0
3105608,3168804,1.0
3105608,3302205,1.0
3105608,3304557,3.0
3105608,3539301,1.0
3105608,3550308,2.0
3105608,4113700,1.0
3105608,5300108,1.0
3105707,3100401,6.0
3105707,3102308,4.0
3105707,3106200,1.0
3105707,3140001,8.0
3105707,3146107,1.0
3105707,3152105,7.0
3105707,3157203,1.0
3105905,3105608,19.0
3105905,3123007,53.0
3105905,3138203,1.0
3105905,3152709,4.0
3105905,3162500,10.0
3106002,3103009,1.0
3106002,3105400,1.0
3106002,3131703,3.0
3106002,3136207,217.0
3106002,3144706,26.0
3106002,3155702,7.0
3106002,3161007,1.0
3106002,3161908,7.0
3106101,3136702,16.0
3106101,3167509,1.0
3106101,3304508,9.0
3106101,3306107,1.0
3106200,1302603,1.0
3106200,1400100,1.0
3106200,1501402,1.0
3106200,2105450,1.0
3106200,2110005,6.0
3106200,2304400,2.0
3106200,2408102,1.0
3106200,2913606,1.0
3106200,3104304,1.0
3106200,3105400,1.0
3106200,3106408,1.0
3106200,3106705,632.0
3106200,3106903,1.0
3106200,3107406,1.0
3106200,3108602,1.0
3106200,3109006,12.0
3106200,3109303,1.0
3106200,3109600,1.0
3106200,3110004,5.0
3106200,3111200,3.0
3106200,3112802,1.0
3106200,3114006,2.0
3106200,3114501,1.0
3106200,3117603,1.0
3106200,3117876,32.0
3106200,3118007,15.0
3106200,3118304,1.0
3106200,3118601,1223.0
3106200,3122306,3.0
3106200,3123205,2.0
3106200,3124104,7.0
3106200,3127701,2.0
3106200,3129806,77.0
3106200,3130101,7.0
3106200,3131307,2.0
3106200,3131703,6.0
3106200,3131901,14.0
3106200,3133709,1.0
3106200,3133808,4.0
3106200,3135407,1.0
3106200,3136207,2.0
3106200,3136603,2.0
3106200,3136652,5.0
3106200,3137601,42.0
3106200,3138203,1.0
3106200,3139003,1.0
3106200,3139706,1.0
3106200,3140001,2.0
3106200,3140159,2.0
3106200,3140704,3.0
3106200,3141108,7.0
3106200,3141801,1.0
3106200,3143500,1.0
3106200,3144805,258.0
3106200,3145307,1.0
3106200,3145901,4.0
3106200,3146107,8.0
3106200,3146503,1.0
3106200,3147105,1.0
3106200,3149309,25.0
3106200,3149903,1.0
3106200,3150000,1.0
3106200,3151206,1.0
3106200,3151404,1.0
3106200,3152501,1.0
3106200,3153608,1.0
3106200,3153905,1.0
3106200,3154606,149.0
3106200,3154804,2.0
3106200,3155009,2.0
3106200,3155306,2.0
3106200,3156700,70.0
3106200,3157807,113.0
3106200,3160900,1.0
3106200,3161106,2.0
3106200,3161908,1.0
3106200,3162500,1.0
3106200,3162922,6.0
3106200,3162955,7.0
3106200,3165537,13.0
3106200,3165552,1.0
3106200,3167103,1.0
3106200,3167202,20.0
3106200,3168309,1.0
3106200,3170107,1.0
3106200,3171204,102.0
3106200,3171303,1.0
3106200,3205200,1.0
3106200,3205309,2.0
3106200,3302601,1.0
3106200,3303302,1.0
3106200,3303500,1.0
3106200,3304557,6.0
3106200,3306008,1.0
3106200,3547809,1.0
3106200,3548500,1.0
3106200,3549904,1.0
3106200,3550308,5.0
3106200,5003751,1.0
3106200,5103403,2.0
3106309,3100500,8.0
3106309,3106200,1.0
3106309,3109253,2.0
3106309,3118007,1.0
3106309,3127701,1.0
3106309,3131307,78.0
3106309,3144359,1.0
3106309,3150539,1.0
3106309,3168705,1.0
3106309,3525003,1.0
3106309,3528403,2.0
3106309,4314902,1.0
3106408,3106200,16.0
3106408,3106705,1.0
3106408,3109006,1.0
3106408,3118007,17.0
3106408,3118304,1.0
3106408,3118601,4.0
3106408,3131901,1.0
3106408,3142304,4.0
3106408,3146107,1.0
3106507,3106200,1.0
3106507,3108404,2.0
3106507,3118205,1.0
3106507,3135456,1.0
3106507,3151503,1.0
3106507,3151800,2.0
3106507,3164704,2.0
3106507,3170206,1.0
3106507,3503802,1.0
3106507,3516200,2.0
3106507,3518602,1.0
3106507,3539509,1.0
3106507,3547304,1.0
3106507,3550308,3.0
3106507,3550704,1.0
3106606,2916005,12.0
3106606,3138906,1.0
3106655,2933307,1.0
3106655,3101003,25.0
3106655,3127800,1.0
3106655,3162708,14.0
3106655,3168002,4.0
3106655,3550308,2.0
3106705,1200401,1.0
3106705,2105450,1.0
3106705,3106200,2367.0
3106705,3106309,6.0
3106705,3106903,9.0
3106705,3107406,1.0
3106705,3108107,1.0
3106705,3109006,7.0
3106705,3109303,1.0
3106705,3110004,1.0
3106705,3113404,1.0
3106705,3117876,1.0
3106705,3118007,1.0
3106705,3118304,1.0
3106705,3118502,1.0
3106705,3118601,1717.0
3106705,3124104,10.0
3106705,3126000,2.0
3106705,3128204,1.0
3106705,3129806,45.0
3106705,3130101,26.0
3106705,3131901,1.0
3106705,3133709,2.0
3106705,3133808,4.0
3106705,3136603,1.0
3106705,3136652,24.0
3106705,3137601,2.0
3106705,3140159,2.0
3106705,3140704,11.0
3106705,3141108,1.0
3106705,3144805,69.0
3106705,3145208,1.0
3106705,3147105,2.0
3106705,3149309,3.0
3106705,3150604,1.0
3106705,3154606,13.0
3106705,3156700,4.0
3106705,3157807,10.0
3106705,3162922,62.0
3106705,3165537,18.0
3106705,3167202,2.0
3106705,3168606,1.0
3106705,3168705,1.0
3106705,3171204,8.0
3106705,3205200,1.0
3106705,3545209,1.0
3106705,3550308,1.0
3106705,5203203,1.0
3106804,3136702,4.0
3106804,3149408,2.0
3106804,3159407,2.0
3106903,3104403,1.0
3106903,3121308,1.0
3106903,3128501,13.0
3106903,3136702,22.0
3106903,3139805,10.0
3106903,3140209,5.0
3106903,3149507,4.0
3106903,3155405,1.0
3106903,3156205,6.0
3106903,3162906,4.0
3106903,3165602,2.0
3106903,3306008,2.0
3107000,3106200,2.0
3107000,3146404,2.0
3107000,5300108,1.0
3107109,3101607,1.0
3107109,3111200,1.0
3107109,3111606,7.0
3107109,3118700,1.0
3107109,3120201,1.0
3107109,3130507,1.0
3107109,3169406,2.0
3107109,3170701,3.0
3107109,3509502,1.0
3107109,3523404,2.0
3107109,3543402,1.0
3107208,3138500,3.0
3107208,3302254,17.0
3107208,3304201,8.0
3107307,3106200,2.0
3107307,3123809,3.0
3107307,3126604,1.0
3107307,3128253,9.0
3107307,3132008,2.0
3107307,3136405,1.0
3107307,3143302,5.0
3107307,3144805,1.0
3107307,3145455,18.0
3107307,3170206,1.0
3107307,3550308,1.0
3107406,3100203,1.0
3107406,3103900,6.0
3107406,3104205,1.0
3107406,3106705,1.0
3107406,3122306,3.0
3107406,3123205,1.0
3107406,3137205,1.0
3107406,3138807,3.0
3107406,3140506,3.0
3107406,3142403,2.0
3107406,3145208,55.0
3107406,3147105,2.0
3107406,3148004,1.0
3107406,3149705,2.0
3107406,3160405,1.0
3107406,5300108,1.0
3107505,3102803,2.0
3107505,3103603,1.0
3107505,3106200,1.0
3107505,3115508,1.0
3107505,3136702,1.0
3107505,3138500,3.0
3107505,3145406,1.0
3107505,3159308,1.0
3107505,3169307,1.0
3107604,3101904,3.0
3107604,3128709,4.0
3107604,3134806,1.0
3107604,3145109,3.0
3107604,3147907,13.0
3107604,3163904,1.0
3107604,3164704,1.0
3107604,3509502,1.0
3107703,3105400,5.0
3107703,3106200,5.0
3107703,3110004,1.0
3107703,3131703,6.0
3107703,3136603,1.0
3107703,3161908,1.0
3107802,3100302,1.0
3107802,3106309,1.0
3107802,3113404,23.0
3107802,3119401,1.0
3107802,3120003,3.0
3107802,3131158,1.0
3107802,3131307,30.0
3107802,3150539,5.0
3107802,3154002,7.0
3107802,3159357,1.0
3107802,3168705,1.0
3107802,3170578,2.0
3107901,3108305,1.0
3107901,3109105,1.0
3107901,3110608,2.0
3107901,3119906,1.0
3107901,3124500,4.0
3107901,3130606,11.0
3107901,3146008,1.0
3107901,3152501,6.0
3107901,3165578,4.0
3107901,3172103,1.0
3107901,3507605,2.0
3107901,3509502,1.0
3107901,3550308,3.0
3108008,3106200,1.0
3108008,3130002,3.0
3108008,3130408,7.0
3108008,3138203,24.0
3108008,3144508,4.0
3108008,3145604,2.0
3108008,3149903,2.0
3108008,3159902,13.0
3108008,3165008,1.0
3108008,3550308,1.0
3108008,4111902,1.0
3108107,3106200,4.0
3108107,3106705,2.0
3108107,3109006,5.0
3108107,3118601,1.0
3108107,3120607,3.0
3108107,3130101,1.0
3108107,3133808,1.0
3108107,3142304,1.0
3108107,3150406,1.0
3108107,3155306,7.0
3108107,3162922,1.0
3108206,3106200,1.0
3108206,3108552,1.0
3108206,3122470,1.0
3108206,3136306,1.0
3108206,3145208,1.0
3108206,3147006,1.0
3108206,3154457,2.0
3108206,5300108,4.0
3108255,3135209,4.0
3108255,3509601,1.0
3108255,3543402,2.0
3108255,3550308,2.0
3108255,5300108,1.0
3108305,3106200,1.0
3108305,3107901,1.0
3108305,3130606,2.0
3108305,3134905,1.0
3108305,3143401,2.0
3108305,3143807,1.0
3108305,3146008,11.0
3108305,3152501,77.0
3108305,3159605,2.0
3108305,3169059,6.0
3108305,3524402,1.0
3108305,3530706,1.0
3108305,3550308,2.0
3108305,3552106,1.0
3108305,3552205,1.0
3108404,3105301,4.0
3108404,3109501,9.0
3108404,3110301,1.0
3108404,3111002,7.0
3108404,3122405,1.0
3108404,3151800,40.0
3108404,3159209,1.0
3108404,3550308,1.0
3108503,3111606,2.0
3108503,3112604,3.0
3108503,3127800,3.0
3108503,3143302,1.0
3108503,3505302,1.0
3108503,3518800,2.0
3108503,3524303,2.0
3108503,3539509,2.0
3108552,3106200,1.0
3108552,3108206,1.0
3108552,3122470,2.0
3108552,3136306,71.0
3108552,3147006,3.0
3108552,3170404,5.0
3108552,3170529,1.0
3108552,5300108,1.0
3108602,3111150,1.0
3108602,3111408,4.0
3108602,3118809,1.0
3108602,3135357,1.0
3108602,3138682,2.0
3108602,3142007,3.0
3108602,3143302,3.0
3108602,3145208,2.0
3108602,3148004,1.0
3108602,3149150,1.0
3108602,3161106,1.0
3108602,3169406,1.0
3108602,5300108,1.0
3108701,3102100,1.0
3108701,3106200,1.0
3108701,3121902,1.0
3108701,3123304,1.0
3108701,3153103,1.0
3108701,3165701,1.0
3108701,3166006,1.0
3108701,3169901,1.0
3108800,3100500,1.0
3108800,3106200,4.0
3108800,3128006,1.0
3108800,3131307,1.0
3108800,3145901,3.0
3108909,3109709,8.0
3108909,3117801,10.0
3108909,3132404,47.0
3108909,3147303,49.0
3108909,3150901,2.0
3108909,3151008,4.0
3108909,3152501,2.0
3108909,3159605,8.0
3108909,3165404,1.0
3108909,3509700,2.0
3108909,3538006,1.0
3108909,3543402,2.0
3108909,3548609,2.0
3108909,3549904,2.0
3108909,3550308,1.0
3108909,3551009,1.0
3109006,3106200,120.0
3109006,3106705,24.0
3109006,3106903,1.0
3109006,3108107,1.0
3109006,3118601,4.0
3109006,3120607,1.0
3109006,3129806,6.0
3109006,3130101,8.0
3109006,3131901,3.0
3109006,3132206,1.0
3109006,3133808,1.0
3109006,3136702,1.0
3109006,3140159,2.0
3109006,3142304,1.0
3109006,3144805,5.0
3109006,3149309,1.0
3109006,3155306,1.0
3109006,3156700,1.0
3109006,3157807,1.0
3109006,3165537,9.0
3109006,3550308,1.0
3109105,3107901,1.0
3109105,3130606,5.0
3109105,3143401,1.0
3109105,3143807,2.0
3109105,3146008,9.0
3109105,3152501,3.0
3109105,3509502,1.0
3109105,3550308,1.0
3109105,3552106,1.0
3109204,3104809,4.0
3109204,3106200,3.0
3109204,3119104,2.0
3109204,3120904,3.0
3109204,3136405,5.0
3109204,3140852,1.0
3109204,3548500,1.0
3109253,3106309,12.0
3109253,3129301,8.0
3109253,3130903,1.0
3109253,3131158,6.0
3109253,3131307,26.0
3109253,3170057,1.0
3109303,2903201,1.0
3109303,3126208,1.0
3109303,3147006,1.0
3109303,5204003,1.0
3109303,5300108,7.0
3109402,3106200,1.0
3109402,3108552,6.0
3109402,3125705,1.0
3109402,3129608,2.0
3109402,3136306,7.0
3109402,3138104,1.0
3109402,3138682,2.0
3109402,3143302,1.0
3109402,3147006,1.0
3109402,3151206,124.0
3109402,3152131,1.0
3109402,3153202,1.0
3109402,3170800,2.0
3109451,2919108,1.0
3109451,3170404,2.0
3109451,5206206,66.0
3109451,5208004,1.0
3109451,5217609,2.0
3109451,5300108,21.0
3109501,3104304,3.0
3109501,3122405,2.0
3109501,3128709,1.0
3109501,3143005,5.0
3109501,3144102,1.0
3109501,3151800,1.0
3109501,3508702,1.0
3109600,3105004,1.0
3109600,3106200,2.0
3109600,3124104,2.0
3109600,3126406,16.0
3109600,3131000,16.0
3109600,3157807,1.0
3109600,3167202,36.0
3109709,3117801,13.0
3109709,3147303,4.0
3109709,3152501,31.0
3109709,3159605,73.0
3109709,3518800,1.0
3109709,3547809,1.0
3109709,3550308,3.0
3109808,3112604,1.0
3109808,3134202,2.0
3109808,3144300,1.0
3109808,3170206,1.0
3109808,5003207,1.0
3109808,5204250,2.0
3109907,3105004,1.0
3109907,3106200,4.0
3109907,3118007,1.0
3109907,3118601,3.0
3109907,3118908,1.0
3109907,3120904,7.0
3109907,3144706,1.0
3109907,3147402,151.0
3109907,3167202,19.0
3110004,3105400,9.0
3110004,3106200,146.0
3110004,3106705,6.0
3110004,3117876,1.0
3110004,3118304,1.0
3110004,3118601,13.0
3110004,3136603,4.0
3110004,3136652,1.0
3110004,3144805,7.0
3110004,3154606,1.0
3110004,3156700,75.0
3110004,3157203,1.0
3110004,3157807,4.0
3110004,3168309,1.0
3110103,3113305,2.0
3110103,3124203,49.0
3110103,3202009,26.0
3110103,3202306,4.0
3110103,3304102,1.0
3110103,3304557,1.0
3110202,3116704,8.0
3110202,3168507,1.0
3110202,3169901,1.0
3110202,3171303,64.0
3110301,3102605,2.0
3110301,3105301,1.0
3110301,3106200,2.0
3110301,3111002,9.0
3110301,3131505,1.0
3110301,3151800,42.0
3110301,3152501,1.0
3110301,3159209,20.0
3110301,3509502,2.0
3110400,3161205,1.0
3110400,3164605,5.0
3110509,3109709,1.0
3110509,3110608,1.0
3110509,3124500,2.0
3110509,3125101,38.0
3110509,3133600,8.0
3110509,3152501,1.0
3110509,3170701,1.0
3110509,3507605,1.0
3110509,3525508,1.0
3110509,3548500,1.0
3110509,3550308,1.0
3110608,3107901,4.0
3110608,3110509,40.0
3110608,3119906,4.0
3110608,3124500,8.0
3110608,3125101,23.0
3110608,3133600,4.0
3110608,3147303,1.0
3110608,3152501,7.0
3110608,3165578,3.0
3110608,3504107,1.0
3110608,3523404,1.0
3110608,3550308,2.0
3110707,1500602,1.0
3110707,3106200,2.0
3110707,3106705,1.0
3110707,3110905,27.0
3110707,3113602,1.0
3110707,3117702,8.0
3110707,3137809,1.0
3110707,3142601,1.0
3110707,3149903,1.0
3110707,3163706,2.0
3110707,3169307,73.0
3110707,3170701,19.0
3110707,3547809,1.0
3110707,3550308,1.0
3110806,3132701,8.0
3110806,3150000,1.0
3110806,3168606,1.0
3110905,3106200,1.0
3110905,3110707,4.0
3110905,3137809,1.0
3110905,3142601,11.0
3110905,3159605,1.0
3110905,3162005,5.0
3110905,3169307,12.0
3110905,3170701,9.0
3110905,3304557,1.0
3110905,3550308,1.0
3110905,3555406,1.0
3111002,3105301,5.0
3111002,3108404,3.0
3111002,3114709,2.0
3111002,3151800,8.0
3111002,3163904,1.0
3111002,3166907,1.0
3111002,3550308,1.0
3111101,3116902,3.0
3111101,3127107,1.0
3111101,3133402,4.0
3111101,3134400,6.0
3111101,3152808,3.0
3111101,3170206,1.0
3111101,3534005,1.0
3111150,3106200,4.0
3111150,3108602,1.0
3111150,3143302,2.0
3111150,3170008,2.0
3111150,3550308,2.0
3111200,3100807,7.0
3111200,3106200,1.0
3111200,3107109,4.0
3111200,3111903,1.0
3111200,3112000,13.0
3111200,3113909,9.0
3111200,3120201,7.0
3111200,3122306,1.0
3111200,3126109,1.0
3111200,3138203,1.0
3111200,3144607,3.0
3111200,3149903,2.0
3111200,3151800,1.0
3111200,3152501,1.0
3111200,3158805,2.0
3111200,3161205,6.0
3111200,3162807,1.0
3111200,3170701,1.0
3111200,3171303,1.0
3111309,3101607,41.0
3111309,3106200,1.0
3111309,3107109,10.0
3111309,3111606,21.0
3111309,3114402,2.0
3111309,3147204,1.0
3111309,3169406,9.0
3111309,3550308,1.0
3111408,3150703,6.0
3111507,3105103,9.0
3111507,3106200,1.0
3111507,3119807,13.0
3111507,3129509,2.0
3111507,3153004,5.0
3111507,3159704,4.0
3111507,3162104,2.0
3111507,3168200,1.0
3111606,3101607,25.0
3111606,3106200,1.0
3111606,3107109,2.0
3111606,3111309,2.0
3111606,3139003,1.0
3111606,3142809,2.0
3111606,3144607,1.0
3111606,3162005,1.0
3111606,3166907,1.0
3111606,3170701,1.0
3111705,3103702,8.0
3111705,3106200,1.0
3111705,3146107,1.0
3111705,3171303,2.0
3111804,3112604,12.0
3111804,3115805,3.0
3111804,3134202,7.0
3111804,3142809,5.0
3111804,3520442,1.0
3111804,5211503,4.0
3111804,5300108,1.0
3111903,3104205,1.0
3111903,3106200,1.0
3111903,3111200,10.0
3111903,3112000,1.0
3111903,3113909,35.0
3111903,3138203,3.0
3111903,3144607,4.0
3111903,3147709,1.0
3111903,3149903,21.0
3111903,3159902,4.0
3111903,3160801,3.0
3111903,3161205,2.0
3111903,3169307,3.0
3111903,3169406,1.0
3111903,3170701,4.0
3112000,3106200,1.0
3112000,3107109,1.0
3112000,3111200,11.0
3112000,3120201,1.0
3112000,3126109,2.0
3112000,3138203,1.0
3112000,3160405,1.0
3112059,3106200,2.0
3112059,3113404,1.0
3112059,3122207,1.0
3112059,3128006,3.0
3112059,3129806,1.0
3112059,3147105,1.0
3112059,3148608,41.0
3112059,3162807,4.0
3112059,3164100,1.0
3112109,3102050,3.0
3112109,3124203,2.0
3112109,3145877,1.0
3112109,3153509,2.0
3112208,3106200,3.0
3112208,3113107,2.0
3112208,3118007,1.0
3112208,3118304,1.0
3112208,3136702,1.0
3112208,3155207,3.0
3112208,3166006,1.0
3112208,3166204,2.0
3112307,2103208,1.0
3112307,3100203,1.0
3112307,3100609,19.0
3112307,3102852,4.0
3112307,3106200,1.0
3112307,3132503,1.0
3112307,3141801,1.0
3112307,3143302,1.0
3112307,3145208,1.0
3112307,3169703,1.0
3112307,3205002,2.0
3112307,3512209,1.0
3112406,2103000,1.0
3112406,3115102,12.0
3112406,3129707,1.0
3112406,3133758,1.0
3112406,3164704,1.0
3112406,3513207,1.0
3112406,3516200,40.0
3112406,3523701,9.0
3112406,3536307,1.0
3112406,3543600,1.0
3112505,3106200,24.0
3112505,3117876,4.0
3112505,3118601,2.0
3112505,3137601,1.0
3112505,3141108,195.0
3112505,3149309,49.0
3112505,3153608,8.0
3112505,3162955,1.0
3112505,3167202,9.0
3112505,3171204,7.0
3112505,3509502,1.0
3112604,3106200,1.0
3112604,3109709,1.0
3112604,3109808,9.0
3112604,3111804,1.0
3112604,3115805,1.0
3112604,3131406,3.0
3112604,3134202,8.0
3112604,3159803,2.0
3112604,3170206,1.0
3112604,3170404,1.0
3112604,3529609,1.0
3112604,5209101,1.0
3112604,5209937,1.0
3112653,3106200,1.0
3112653,3127701,2.0
